Baby,Baby Box,,,USA,$18.99,1,$18.99,https://www.amazon.com/THISMY-Toddlers-Contrast-Montessori-Juggling/dp/B09M3HWDBG/ref=sr_1_54?keywords=baby+box&qid=1646724841&sr=8-54,2022-12-07,,N/A,5.60,oz,1,0.16,6.30,https://www.amazon.com/THISMY-Toddlers-Contrast-Montessori-Juggling/dp/B09M3HWDBG/ref=sr_1_54?keywords=baby+box&qid=1646724841&sr=8-54,2022-12-07,,12.00,cubic in,1,197,"5,085",https://www.amazon.com/THISMY-Toddlers-Contrast-Montessori-Juggling/dp/B09M3HWDBG/ref=sr_1_54?keywords=baby+box&qid=1646724841&sr=8-54,2022-12-07,,,,,,,,1,94c85d33-f061-4016-bd85-53fbd463147f
Baby,Baby Kit,,,USA,$38.45,1,$38.45,"sum price of bottle, blanket, 15 diapers, Binkie, clothes",2022-05-27,,N/A,13.47,oz,1,0.38,2.62,"sum price of bottle, blanket, 15 diapers, Binkie, clothes",2023-08-30,,"30,960.10",cubic in,1,"507,345",2,"sum price of bottle, blanket, 15 diapers, Binkie, clothes",2023-08-30,,,,,,,,1,2f39d69c-36a9-466f-874e-19c511e49940
Baby,Baby Item,,,USA,$7.69,1,$7.69,"average price of bottle, blanket, 15 diapers, Binkie, clothes",2022-05-27,,N/A,,oz,1,0.00,#DIV/0!,"avg bottle, blanket, 15 diapers, Binkie, clothes",2023-08-30,,,cubic in,1,0,#DIV/0!,"avg bottle, blanket, 15 diapers, Binkie, clothes",2023-08-30,,,,,,,,1,f337a137-af29-4804-ac0e-15e19fb17131
Baby,Baby Sling,,,USA,$10.99,1,$10.99,https://www.walmart.com/ip/Costyle-Sling-Baby-Carrier-Dark-Blue/829869539?athbdg=L1600&from=/search,2023-05-14,,70%,1.30,lb,1,0.59,1.70,https://www.amazon.com/Infantino-Flip-4-in-1-Convertible-Carrier/dp/B00M0DWQYI/ref=sr_1_4?crid=9OKLYASPQZDY&keywords=Costyle+Sling+Baby+Carrier%2C+Dark+Blue&qid=1684105331&sprefix=costyle+sling+baby+carrier%2C+dark+blue%2Caps%2C552&sr=8-4,2023-05-14,,447.37,cubic in,1,"7,331",136,https://www.amazon.com/Infantino-Flip-4-in-1-Convertible-Carrier/dp/B00M0DWQYI/ref=sr_1_4?crid=9OKLYASPQZDY&keywords=Costyle+Sling+Baby+Carrier%2C+Dark+Blue&qid=1684105331&sprefix=costyle+sling+baby+carrier%2C+dark+blue%2Caps%2C552&sr=8-4,2023-05-14,,,,,,,,1,0feefb7e-86e1-451c-a9e8-6a824a7e5158
Baby,Bathtub,,,USA,$18.97,1,$18.97,https://www.walmart.com/ip/Summer-Comfy-Clean-Deluxe-Newborn-to-Toddler-Tub-Gray/468584063,2022-12-07,,70%,2.95,lb,1,1.34,0.75,https://www.walmart.com/ip/Summer-Comfy-Clean-Deluxe-Newborn-to-Toddler-Tub-Gray/468584063,2022-12-07,,"5,153.75",cubic in,1,"84,455",12,https://www.walmart.com/ip/Summer-Comfy-Clean-Deluxe-Newborn-to-Toddler-Tub-Gray/468584063,2022-12-07,,,,,,,,1,8a923dec-bdce-4c0a-834c-dba124180110
Baby,Bib,,,USA,$3.28,3,$1.09,https://www.walmart.com/ip/Parents-Choice-Baby-Boys-Bibs-3-Pack/892258308,2022-12-07,aka burp cloth,N/A,4.60,oz,3,0.04,23.00,https://www.amazon.com/Newborns-Toddlers-Absorbent-Adjustable-Hedgehog/dp/B089LQ7TPR/ref=sr_1_5?keywords=baby+bib&qid=1670446413&sr=8-5,2022-12-07,,53.08,cubic in,3,290,"3,449",https://www.amazon.com/Newborns-Toddlers-Absorbent-Adjustable-Hedgehog/dp/B089LQ7TPR/ref=sr_1_5?keywords=baby+bib&qid=1670446413&sr=8-5,2022-12-07,*,,,,,,,1,205cfa6c-4575-47f3-a194-00f8c6c208eb
Baby,Binkie,,,USA,$7.65,2,$3.83,https://www.walmart.com/ip/Chicco-PhysioForma-Silicone-One-Piece-Orthodontic-Pacifier-6-16m-Clear-2pk/621155180,2022-12-07,,N/A,2.46,oz,2,0.03,28.68,https://www.amazon.com/Chicco-PhysioForma%C2%AE-Silicone-Orthodontic-Sterilizing/dp/B00JS4DIKS/ref=sr_1_2?crid=1HH8MG9EEHS3Q&keywords=chicco%2Bpacifier%2Borthodontic&qid=1670448235&s=baby-products&sprefix=chicco%2Bpacifier%2Borthodontic%2Cbaby-products%2C134&sr=1-2&th=1,2022-12-07,,8.50,cubic in,2,70,"14,359",https://www.amazon.com/Chicco-PhysioForma%C2%AE-Silicone-Orthodontic-Sterilizing/dp/B00JS4DIKS/ref=sr_1_2?crid=1HH8MG9EEHS3Q&keywords=chicco%2Bpacifier%2Borthodontic&qid=1670448235&s=baby-products&sprefix=chicco%2Bpacifier%2Borthodontic%2Cbaby-products%2C134&sr=1-2&th=1,2022-12-07,,,,,,,,1,cf0bedbc-0e39-414c-86eb-776608f15d37
Baby,Blanket,,,USA,$4.98,1,$4.98,https://www.walmart.com/ip/Parent-s-Choice-Fox-Woodland-Baby-Blanket/346006661,2022-12-07,,70%,6.24,oz,1,0.18,5.65,https://www.walmart.com/ip/Parent-s-Choice-Fox-Woodland-Baby-Blanket/346006661,2022-12-07,,270.00,cubic in,1,"4,425",226,https://www.walmart.com/ip/Parent-s-Choice-Fox-Woodland-Baby-Blanket/346006661,2022-12-07,,1,1,1,1.00,SPHERE,,1,6adf05b0-e2b1-47b7-b4eb-35f8f8301ced
Baby,Bottle,,,USA,$17.74,3,$5.91,https://www.walmart.com/ip/Evenflo-Classic-BPA-Free-Glass-Baby-Bottles-8oz-Clear-3ct/43139572,2022-12-07,,N/A,24.00,oz,3,0.23,4.41,https://www.walmart.com/ip/Evenflo-Classic-BPA-Free-Glass-Baby-Bottles-8oz-Clear-3ct/43139572,2022-12-07,,121.50,cubic in,3,664,"1,507",https://www.walmart.com/ip/Evenflo-Classic-BPA-Free-Glass-Baby-Bottles-8oz-Clear-3ct/43139572,2022-12-07,,,,,,,,1,60232dc7-9fcf-4862-9866-705dcb754ea3
Baby,Bottle Cover,,,USA,$8.99,4,$2.25,https://www.walmart.com/ip/4pcs-Baby-Bottle-Cover-Nursing-Bottle-Anti-drop-Cover-Baby-Bottle-Protector/1287862742?wmlspartner=wlpa&selectedSellerId=16214&adid=22222222227000000000&wl0=&wl1=g&wl2=c&wl3=42423897272&wl4=pla-51320962143&wl5=9031967&wl6=&wl7=&wl8=&wl9=pla&wl10=120798572&wl11=online&wl12=1287862742_16214&veh=sem,2022-12-07,,N/A,5.44,oz,4,0.04,25.94,https://www.walmart.com/ip/4pcs-Baby-Bottle-Cover-Nursing-Bottle-Anti-drop-Cover-Baby-Bottle-Protector/1287862742?wmlspartner=wlpa&selectedSellerId=16214&adid=22222222227000000000&wl0=&wl1=g&wl2=c&wl3=42423897272&wl4=pla-51320962143&wl5=9031967&wl6=&wl7=&wl8=&wl9=pla&wl10=120798572&wl11=online&wl12=1287862742_16214&veh=sem,2022-12-07,,58.58,cubic in,4,240,"4,167",https://www.walmart.com/ip/4pcs-Baby-Bottle-Cover-Nursing-Bottle-Anti-drop-Cover-Baby-Bottle-Protector/1287862742?wmlspartner=wlpa&selectedSellerId=16214&adid=22222222227000000000&wl0=&wl1=g&wl2=c&wl3=42423897272&wl4=pla-51320962143&wl5=9031967&wl6=&wl7=&wl8=&wl9=pla&wl10=120798572&wl11=online&wl12=1287862742_16214&veh=sem,2022-12-07,,,,,,,,1,3fa407fd-27e6-42fa-981d-a68611fdfa53
